Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score
17,79,Medium,High,8,84,Yes,0,Medium,Medium,2,High School,Moderate,66
16,92,Medium,Medium,7,66,Yes,2,Medium,Medium,4,Postgraduate,Moderate,70
19,66,High,Medium,8,77,No,3,Medium,Medium,4,College,Moderate,64
19,92,Medium,Medium,6,88,Yes,1,High,Medium,2,Postgraduate,Near,71
27,63,High,High,4,92,Yes,0,Low,Medium,3,College,Near,68
21,68,Low,Medium,5,66,Yes,2,High,Medium,3,High School,Near,64
16,86,Medium,Medium,6,62,Yes,1,Low,High,4,High School,Near,66
31,94,Low,Medium,5,92,Yes,1,High,Low,4,High School,Near,72
20,70,Low,Medium,9,69,Yes,2,Medium,High,3,Postgraduate,Near,66
25,73,Medium,High,7,91,Yes,0,Medium,High,4,,Near,70
16,81,Medium,Medium,8,57,Yes,1,Medium,Medium,2,High School,Near,66
22,68,High,Medium,8,96,Yes,1,Medium,Medium,3,Postgraduate,Moderate,68
22,92,Medium,Low,7,74,Yes,2,Medium,Low,4,College,Moderate,70
9,91,Medium,Medium,10,59,Yes,0,Low,Medium,2,College,Moderate,64
32,66,High,High,10,77,Yes,3,Medium,Medium,1,College,Near,71
28,79,Medium,High,9,94,Yes,2,Low,Medium,5,College,Near,72
18,91,High,Medium,6,69,Yes,5,Low,High,2,High School,Near,71
13,73,Medium,Low,9,59,Yes,0,Medium,High,4,Postgraduate,Near,63
22,85,Low,Medium,4,79,Yes,1,High,Low,2,College,Near,68
21,62,Medium,Medium,9,92,Yes,1,Medium,Medium,4,High School,Near,63
22,84,Medium,Medium,4,56,Yes,0,High,Low,2,High School,Moderate,66
21,66,Medium,Medium,7,52,Yes,1,Medium,Medium,3,High School,Far,63
23,93,High,High,9,53,Yes,1,Low,Medium,4,College,Near,72
29,74,Medium,High,8,62,Yes,3,Low,High,3,Postgraduate,Moderate,70
23,71,Medium,Medium,5,50,Yes,1,Low,High,1,College,Near,65
14,94,Medium,High,7,71,Yes,0,Medium,Medium,3,College,Moderate,67
28,62,Low,High,8,85,Yes,2,Low,High,3,High School,Moderate,66
30,76,Medium,Medium,7,86,Yes,1,Medium,High,2,Postgraduate,Far,69
39,75,Medium,High,6,82,Yes,1,High,Low,3,College,Near,73
13,71,Medium,High,8,65,Yes,2,Medium,Medium,4,Postgraduate,Near,66
21,96,Medium,Medium,9,87,Yes,0,Medium,Medium,6,High School,Near,70
8,90,High,High,7,79,Yes,2,Low,Medium,4,College,Near,68
23,63,Low,Medium,9,93,Yes,2,Medium,High,2,High School,Far,65
17,89,Medium,Medium,7,74,Yes,1,Low,Medium,2,Postgraduate,Moderate,67
32,81,High,Medium,6,59,Yes,2,High,Medium,2,High School,Moderate,71
15,96,High,High,9,82,Yes,2,Low,Low,3,High School,Near,70
10,73,Medium,Low,9,58,Yes,5,Low,Medium,3,High School,Moderate,61
17,83,High,Medium,6,98,Yes,0,Medium,Medium,3,High School,Near,69
8,80,Low,Medium,6,85,Yes,1,Low,High,3,Postgraduate,Near,63
25,80,Medium,Medium,10,88,Yes,0,Low,High,2,College,Moderate,67
8,78,High,Medium,7,84,Yes,0,Medium,Medium,2,College,Near,65
20,68,High,Medium,7,55,Yes,0,Low,Low,3,High School,Near,63
8,90,Medium,Medium,7,73,Yes,3,High,Low,4,Postgraduate,Near,67
18,78,Low,High,9,83,Yes,2,Low,Medium,2,Postgraduate,Moderate,66
30,98,Low,Medium,10,61,Yes,0,Low,Medium,3,Postgraduate,Moderate,72
22,70,Medium,High,7,84,Yes,3,Low,High,5,High School,Near,68
15,87,High,Medium,10,91,Yes,1,Low,Low,4,High School,Moderate,67
20,98,Medium,Medium,6,64,Yes,1,High,High,3,Postgraduate,Moderate,72
20,87,Medium,High,7,60,Yes,0,Low,Medium,2,High School,Far,66
23,95,Medium,Medium,8,94,Yes,1,Medium,Medium,4,High School,Near,73
12,93,High,High,6,50,Yes,4,High,High,3,Postgraduate,Moderate,71
24,74,Low,Low,8,63,Yes,1,Low,High,3,High School,Moderate,65
4,84,Medium,Medium,6,70,Yes,5,Medium,High,4,High School,Near,65
16,66,High,Medium,5,84,Yes,2,Medium,Medium,3,High School,Near,65
17,81,Medium,Medium,4,100,Yes,2,Medium,High,2,College,Near,68
24,69,High,Medium,7,69,No,7,High,Medium,3,College,Near,70
20,90,Medium,Low,8,97,Yes,1,Medium,Low,2,High School,Near,68
12,81,Low,Medium,5,68,Yes,0,Low,High,2,High School,Near,62
14,76,Medium,Medium,7,85,Yes,3,Low,Medium,3,College,Near,66
21,71,Medium,Medium,7,58,Yes,3,Low,Medium,5,College,Near,65
20,100,Medium,Medium,7,73,Yes,1,Low,Medium,4,College,Near,71
17,63,Medium,Medium,6,94,Yes,0,Medium,Medium,2,High School,Moderate,61
17,62,Medium,Medium,7,66,Yes,2,High,Medium,4,High School,Moderate,63
24,69,Medium,High,7,55,Yes,3,Medium,High,4,High School,Near,67
17,99,Medium,Medium,8,76,No,2,High,Medium,4,Postgraduate,Near,70
19,99,Medium,Medium,5,72,Yes,3,Medium,High,4,Postgraduate,Near,73
33,86,Medium,Medium,7,61,Yes,1,High,,3,High School,Near,72
11,95,Medium,Medium,5,95,Yes,1,Low,High,3,Postgraduate,Near,69
9,69,Low,Medium,7,80,Yes,1,Medium,Medium,3,College,Moderate,61
25,99,Medium,Medium,5,67,Yes,1,Low,High,3,,Near,71
16,66,Medium,Medium,6,100,Yes,1,Medium,Medium,3,High School,Moderate,64
18,64,Low,Medium,7,57,Yes,1,High,Medium,3,High School,Moderate,61
15,64,Medium,Medium,6,92,Yes,3,Low,Medium,4,College,Near,63
18,83,Medium,Low,9,62,Yes,2,Low,Medium,2,High School,Near,65
30,91,High,Medium,9,62,Yes,3,Low,High,4,Postgraduate,Near,73
25,75,Medium,Low,8,75,Yes,2,High,High,4,Postgraduate,Near,68
25,99,Medium,Medium,8,83,Yes,1,Medium,Medium,2,College,Near,72
12,77,Low,Low,7,85,Yes,1,Medium,Medium,3,College,Far,62
13,66,High,Medium,9,51,Yes,3,Medium,Medium,2,Postgraduate,Moderate,63
3,79,Low,Medium,7,64,Yes,0,Medium,Medium,3,Postgraduate,Far,58
15,87,Medium,Medium,10,83,Yes,1,High,High,3,High School,Near,68
26,93,High,High,6,94,Yes,1,Medium,High,2,High School,Near,74
23,78,Medium,Medium,5,83,Yes,1,Medium,Medium,3,High School,Near,68
19,84,Medium,Medium,5,63,Yes,1,High,Medium,2,High School,Near,67
20,71,Medium,Medium,5,75,Yes,0,Medium,Medium,4,High School,Near,65
16,86,Low,Low,5,82,Yes,0,Low,Medium,4,High School,Moderate,63
21,99,Medium,Low,7,57,Yes,2,Medium,Medium,2,Postgraduate,Near,71
25,62,Medium,Low,8,77,Yes,0,Medium,Low,4,College,Far,62
10,95,High,Low,7,74,Yes,2,Low,Medium,3,High School,Far,66
22,82,Low,Medium,5,67,Yes,1,Low,High,1,Postgraduate,Near,65
26,70,High,Medium,6,81,Yes,0,Low,High,3,High School,Moderate,66
18,98,High,Low,8,82,Yes,3,Medium,High,3,College,Near,71
24,79,Low,High,6,99,No,2,Low,High,3,High School,Near,68
37,73,Medium,High,6,71,Yes,0,High,High,5,High School,Moderate,72
19,67,Medium,High,5,77,Yes,1,Medium,High,4,Postgraduate,Near,66
22,70,Medium,Low,6,58,Yes,4,High,Medium,2,Postgraduate,Moderate,66
16,93,Low,High,6,77,Yes,2,Low,Medium,1,High School,Moderate,67
21,85,Low,High,7,52,Yes,5,High,High,3,Postgraduate,Moderate,71
23,97,High,High,8,57,No,2,High,Medium,1,Postgraduate,Far,72
21,69,Low,Medium,7,59,Yes,3,Low,Medium,3,Postgraduate,Near,64
14,65,Low,High,7,82,Yes,1,Low,Low,3,High School,Near,60
21,60,High,Low,8,78,Yes,2,Medium,High,2,High School,Near,64
29,80,Medium,Low,5,90,Yes,2,Medium,Low,1,College,Near,70
23,100,Medium,Low,10,73,Yes,3,Medium,Medium,2,College,Near,72
26,88,Medium,High,6,74,Yes,0,Low,Medium,2,High School,Moderate,68
19,72,Medium,Low,8,58,Yes,0,Medium,Low,3,High School,Near,62
24,95,Medium,Low,5,87,Yes,0,Low,Medium,2,High School,Far,68
22,91,High,High,7,50,Yes,2,Low,,5,Postgraduate,Moderate,72
14,61,Medium,Low,7,71,Yes,0,Medium,Low,1,Postgraduate,Near,60
22,93,Medium,High,9,59,Yes,3,Low,High,4,Postgraduate,Near,72
14,72,Low,High,7,89,Yes,2,Medium,Medium,3,High School,Near,65
16,66,Medium,Low,9,84,Yes,3,Low,Low,4,High School,Near,63
21,69,Medium,Low,7,85,Yes,2,Medium,Medium,0,Postgraduate,Near,66
22,79,Low,Medium,10,57,Yes,1,Medium,High,2,High School,Near,65
13,77,Medium,High,4,83,Yes,1,Medium,High,2,Postgraduate,Moderate,65
26,72,Low,High,8,85,Yes,2,Low,Medium,3,High School,Near,67
23,67,Medium,Medium,4,50,Yes,4,Low,Medium,3,College,Moderate,65
16,90,High,Medium,7,66,Yes,0,High,High,3,High School,Moderate,67
11,100,Medium,Medium,9,54,Yes,1,Low,Medium,3,Postgraduate,Near,66
19,91,Low,High,9,84,Yes,2,High,High,3,High School,Near,71
17,72,Medium,Medium,8,61,Yes,1,Medium,Medium,4,Postgraduate,Moderate,64
21,70,Low,Low,7,63,Yes,0,Medium,Medium,2,High School,Far,61
18,69,High,High,8,54,Yes,1,High,High,2,High School,Near,65
8,65,Medium,Medium,10,74,Yes,1,Medium,High,5,High School,Near,61
18,82,High,Low,7,52,Yes,1,Low,Medium,4,High School,Near,64
18,84,High,High,8,92,Yes,0,Low,High,3,College,Near,69
24,88,Medium,Medium,6,51,Yes,4,Medium,Low,4,High School,Near,71
16,87,High,Medium,9,53,Yes,3,Medium,High,5,College,Near,70
30,72,High,Medium,8,82,Yes,1,Low,Medium,1,College,Moderate,70
9,73,Medium,Medium,6,96,Yes,0,Low,High,2,High School,Near,62
28,87,Medium,Medium,8,95,Yes,2,Medium,Low,3,Postgraduate,Near,73
19,74,Medium,High,8,54,Yes,0,Medium,Medium,3,College,Near,66
25,69,Medium,Medium,8,64,Yes,1,High,Low,3,Postgraduate,Moderate,66
20,75,Low,Medium,7,76,Yes,3,High,High,3,College,Near,66
27,71,Medium,Medium,9,51,No,3,High,Medium,1,College,Far,66
18,64,Medium,Medium,6,76,Yes,2,Medium,High,4,High School,Near,65
13,93,Low,Low,7,72,Yes,2,Medium,Medium,2,Postgraduate,Near,67
29,94,High,Medium,7,79,Yes,6,Low,High,4,College,Near,76
19,69,Medium,Medium,9,96,Yes,0,High,High,3,High School,Moderate,66
21,63,Medium,Medium,6,64,Yes,1,High,High,3,High School,Near,63
27,90,Medium,Medium,7,82,Yes,0,Medium,Medium,3,College,Moderate,71
14,68,Medium,High,6,71,Yes,1,Medium,Medium,3,College,Moderate,63
24,76,High,Low,7,72,Yes,1,High,Medium,2,College,Moderate,67
16,63,Medium,Medium,8,82,Yes,0,High,Medium,3,High School,Near,63
19,69,High,Medium,5,98,Yes,0,High,Medium,4,High School,Moderate,66
20,92,Medium,Medium,9,93,Yes,3,High,Medium,2,College,Near,72
11,92,High,Medium,8,82,Yes,4,Medium,Medium,2,Postgraduate,Near,70
15,68,High,Low,6,73,No,0,Medium,Medium,3,College,Near,62
28,73,High,Medium,6,71,Yes,0,Medium,High,2,College,Moderate,69
25,65,Low,Medium,9,89,Yes,2,Medium,High,3,High School,Near,66
20,63,Medium,Medium,8,61,Yes,2,High,Medium,3,High School,Near,64
21,100,Low,Medium,6,79,Yes,2,Low,Medium,1,High School,Near,70
18,86,Medium,Medium,6,75,Yes,0,Low,High,4,High School,Near,67
28,82,Medium,High,8,82,Yes,1,Medium,Medium,2,Postgraduate,Near,71
19,91,Medium,Medium,8,59,Yes,1,High,Medium,2,Postgraduate,Near,69
21,94,High,Low,8,85,Yes,1,Medium,Medium,4,College,Near,70
27,92,Medium,Medium,7,81,Yes,0,Low,Medium,1,College,Near,70
15,61,High,Low,8,59,Yes,1,Medium,Medium,2,Postgraduate,Moderate,61
29,67,Low,High,7,72,No,0,Medium,High,3,High School,Near,65
11,86,Medium,High,6,84,Yes,0,High,High,3,High School,Near,67
30,75,Medium,Low,9,95,Yes,1,High,Medium,5,Postgraduate,Near,70
18,99,Medium,Medium,8,56,No,2,Low,High,3,High School,,67
19,87,Low,High,6,50,Yes,3,Low,Medium,2,Postgraduate,Near,68
9,98,High,High,7,58,Yes,2,Medium,Medium,4,College,Near,69
17,68,Medium,Medium,7,99,Yes,1,Medium,Low,1,Postgraduate,Near,65
14,95,High,Medium,6,88,Yes,2,Low,Low,2,High School,Far,68
16,73,High,Medium,7,81,Yes,1,High,High,4,Postgraduate,Near,67
19,100,Medium,High,6,57,Yes,1,High,Medium,2,High School,Near,70
26,66,High,High,8,71,Yes,2,Medium,Medium,3,High School,Near,68
21,81,High,Medium,7,86,Yes,1,Low,Medium,4,College,Near,69
22,92,High,Low,5,95,Yes,0,Low,Low,3,Postgraduate,Near,70
13,77,High,High,7,69,Yes,2,Low,High,5,College,Moderate,67
15,79,High,High,6,100,Yes,4,Low,Medium,3,College,Near,70
31,99,Medium,Low,4,57,Yes,1,High,High,2,Postgraduate,Moderate,74
16,77,Medium,Low,7,69,Yes,1,Low,High,4,High School,Near,63
30,84,High,Medium,9,94,Yes,1,Low,High,2,High School,Near,72
19,62,High,Medium,7,82,Yes,0,Low,Low,5,Postgraduate,Near,62
20,94,Medium,Medium,8,91,Yes,1,Low,Medium,2,Postgraduate,Near,71
26,86,Medium,Low,7,95,Yes,0,Low,High,5,High School,Moderate,68
28,76,Medium,High,6,75,Yes,3,High,Medium,3,High School,Near,72
19,61,Medium,High,6,62,Yes,1,High,Medium,2,Postgraduate,Moderate,64
18,84,Low,Low,5,85,Yes,0,Medium,Medium,4,High School,Moderate,64
20,61,Low,High,8,78,Yes,0,Low,Medium,5,High School,Near,63
22,60,High,Medium,8,89,Yes,2,Medium,High,4,College,Moderate,66
25,85,Medium,Medium,7,76,Yes,2,High,Medium,2,College,Near,71
20,68,Medium,High,4,91,Yes,4,High,Medium,4,College,Near,70
24,68,High,Medium,8,95,Yes,3,Medium,Medium,0,High School,Moderate,67
30,86,High,High,6,87,Yes,0,Low,Low,4,College,Near,73
22,62,Low,Medium,7,87,Yes,2,High,Low,3,High School,Near,64
22,73,Low,Medium,5,79,Yes,4,Medium,Low,1,Postgraduate,Moderate,65
11,66,Medium,Medium,7,74,Yes,3,Medium,High,3,High School,Far,62
4,83,High,Medium,7,99,Yes,1,Low,Low,3,College,Near,64
22,86,Low,Medium,4,82,Yes,1,Low,Low,5,College,Moderate,67
19,89,Medium,High,9,92,Yes,5,Medium,Medium,3,Postgraduate,Near,74
17,70,High,Medium,7,75,Yes,1,Low,Medium,4,College,Far,63
21,64,High,Low,7,78,Yes,1,Medium,Medium,4,High School,Near,64
20,63,Medium,Low,8,83,Yes,4,Medium,Medium,3,Postgraduate,Moderate,64
27,77,Low,High,7,86,Yes,1,High,High,3,College,Near,70
21,98,Medium,Medium,8,72,Yes,3,Low,Low,3,High School,Moderate,71
16,69,Medium,Medium,5,68,Yes,0,Medium,High,4,College,Moderate,63
26,70,Medium,High,7,62,Yes,0,Low,,1,College,Near,66
19,64,Medium,High,4,71,Yes,1,High,Medium,3,High School,Near,65
23,84,Medium,High,7,61,Yes,2,Medium,High,5,College,Moderate,70
17,87,Low,Low,9,71,Yes,2,Low,Medium,3,College,Moderate,65
16,86,High,Medium,5,94,Yes,0,Medium,Medium,2,High School,Near,68
21,94,Medium,High,6,99,Yes,1,Medium,High,2,High School,Near,72
20,79,Medium,High,4,79,Yes,0,Medium,High,4,High School,Moderate,67
23,65,High,High,7,57,No,1,High,Medium,4,High School,Near,65
18,72,Medium,Medium,8,71,Yes,2,High,Medium,4,Postgraduate,Near,66
9,86,High,High,8,80,Yes,1,Low,Medium,5,College,Far,67
17,85,Medium,Low,6,69,Yes,1,Medium,Medium,3,Postgraduate,Near,65
25,81,Medium,Medium,4,60,Yes,2,Medium,Medium,3,High School,Near,68
18,87,Medium,Medium,5,61,Yes,2,Medium,Medium,1,High School,Near,68
19,85,Medium,High,9,74,Yes,1,High,Medium,3,College,Moderate,69
26,95,Medium,Low,8,61,Yes,2,Medium,Medium,2,Postgraduate,Near,71
16,83,Medium,Medium,7,62,Yes,0,Low,Medium,1,Postgraduate,Moderate,64
11,91,Low,High,7,94,Yes,1,Medium,Medium,3,,Moderate,65
19,70,Medium,Medium,5,89,Yes,1,Low,High,2,High School,Near,64
17,87,Medium,Medium,9,53,Yes,3,Low,Medium,3,Postgraduate,Moderate,67
14,96,Medium,High,6,66,Yes,3,Medium,Medium,2,College,Near,70
19,75,Medium,High,8,77,Yes,1,Low,Low,4,High School,Moderate,66
23,91,High,Medium,5,53,Yes,3,Medium,High,3,High School,Near,70
20,89,Medium,High,7,84,Yes,1,High,High,4,High School,Moderate,70
22,62,High,Medium,9,69,Yes,1,High,Low,3,College,Near,64
31,83,Low,High,6,70,Yes,3,Low,Medium,3,College,Near,71
18,65,Medium,High,8,63,Yes,1,Medium,Medium,3,High School,Far,63
22,99,Medium,Medium,5,67,Yes,1,Medium,High,3,College,Near,72
17,92,High,High,6,93,Yes,4,Medium,Low,4,College,Moderate,72
15,64,High,Low,7,89,Yes,0,Low,Medium,2,High School,Near,61
16,65,High,Low,8,97,Yes,2,Low,Medium,4,High School,Near,63
17,84,Low,High,7,85,Yes,0,Medium,Medium,2,College,Moderate,67
22,74,High,Low,8,79,Yes,3,Medium,Medium,1,High School,Near,67
34,61,Medium,Low,9,63,Yes,2,Medium,Medium,5,High School,Moderate,65
16,82,Low,Medium,6,83,Yes,0,Medium,Medium,2,High School,Near,64
18,76,Medium,Low,5,95,Yes,2,High,High,6,Postgraduate,Near,69
20,64,Medium,High,6,53,No,4,High,Medium,4,College,Moderate,65
22,92,High,High,9,72,Yes,1,Low,High,4,Postgraduate,Near,71
22,97,Medium,Medium,6,57,Yes,0,Medium,High,2,High School,Near,70
28,90,Low,Medium,9,91,Yes,0,Medium,Medium,2,College,Moderate,98
5,93,Medium,Medium,7,81,No,1,Low,High,2,College,Near,65
6,69,High,Medium,10,94,No,1,Medium,Medium,4,Postgraduate,Near,63
17,71,Medium,Medium,10,53,Yes,0,Low,Low,3,High School,Moderate,61
27,68,Medium,Low,9,95,Yes,1,Low,Medium,3,College,Moderate,67
11,91,Medium,Medium,5,53,Yes,0,Low,Medium,2,Postgraduate,Near,64
2,98,High,Medium,4,64,Yes,1,Low,High,2,High School,Near,65
23,89,High,High,7,58,Yes,2,Medium,High,3,Postgraduate,Moderate,73
21,95,Medium,High,8,57,No,1,Low,Medium,3,High School,Near,69
13,86,Medium,High,8,59,Yes,3,Medium,Medium,3,High School,Near,67
14,76,High,Medium,6,74,Yes,0,High,Medium,2,College,Far,63
14,77,High,High,5,89,Yes,0,Medium,Medium,2,College,Near,67
21,63,Low,High,8,95,Yes,2,High,Medium,5,High School,Near,66
16,61,Medium,High,10,78,Yes,2,Low,High,2,College,Moderate,64
23,88,High,Low,6,58,Yes,2,Low,Medium,2,High School,Moderate,68
3,78,Medium,Medium,8,54,Yes,2,High,Medium,4,High School,Moderate,61
15,82,Medium,Medium,10,75,Yes,1,High,Medium,1,College,Near,66
13,82,Medium,Medium,7,88,Yes,0,Low,Medium,2,High School,Near,65
18,71,Medium,High,7,81,Yes,0,Medium,Medium,4,College,Moderate,65
17,79,Medium,Medium,8,79,Yes,3,Medium,High,5,Postgraduate,Near,67
25,79,High,Medium,7,52,Yes,1,Medium,Medium,2,Postgraduate,Moderate,68
9,76,Medium,Medium,9,71,Yes,1,Medium,High,3,College,Near,63
20,93,High,Medium,6,78,Yes,1,Low,Medium,3,College,Moderate,70
23,78,High,High,7,80,Yes,0,Low,Medium,2,High School,Near,68
31,84,Medium,Medium,5,50,No,2,Low,High,3,High School,Near,69
17,96,High,Medium,7,60,Yes,0,Low,Medium,2,College,Near,67
22,95,Medium,Medium,5,97,Yes,0,Low,Low,3,High School,Moderate,69
9,96,Medium,Low,8,75,Yes,1,Low,High,4,High School,Near,65
6,71,Medium,High,5,85,Yes,1,Low,Medium,2,High School,Moderate,61
25,61,Medium,High,8,65,Yes,3,Low,Low,3,College,Near,65
20,70,Low,Medium,6,79,Yes,4,Medium,Medium,4,Postgraduate,Near,67
27,71,Medium,High,10,68,Yes,1,Low,Medium,2,High School,Moderate,66
12,96,Medium,Medium,9,65,Yes,2,High,High,4,Postgraduate,Near,69
23,86,Medium,Medium,8,71,Yes,3,Medium,Medium,4,College,Near,71
31,63,High,High,5,73,Yes,1,High,Low,2,High School,Near,68
23,65,High,Medium,6,67,No,3,Medium,Medium,5,High School,Moderate,65
22,66,Medium,Medium,6,63,Yes,1,Low,Medium,5,Postgraduate,Far,64
20,85,Medium,Low,6,81,Yes,1,High,High,3,College,Near,68
11,89,Low,High,9,69,Yes,1,Low,Low,3,High School,Near,64
28,94,Medium,High,7,60,Yes,1,Low,Medium,3,High School,Near,71
16,98,High,Medium,6,88,Yes,1,Low,Medium,3,Postgraduate,Moderate,70
23,68,High,Medium,6,86,Yes,0,Medium,Medium,2,Postgraduate,Near,68
11,72,Medium,Medium,6,94,Yes,2,Medium,Medium,3,High School,Moderate,63
13,70,Medium,High,8,78,Yes,0,Low,Medium,3,High School,Near,61
29,74,Medium,Low,5,64,Yes,2,Medium,Medium,1,College,Moderate,66
18,97,Medium,High,7,93,Yes,5,High,Medium,4,College,Near,75
29,83,High,High,8,64,Yes,2,Medium,High,1,High School,Far,71
20,90,Medium,Medium,4,83,Yes,1,Low,Low,3,College,Near,69
9,80,High,Low,5,60,Yes,2,Low,Medium,3,High School,Near,62
25,61,Medium,Medium,7,81,Yes,0,Medium,Medium,4,High School,Moderate,65
16,63,Medium,Low,9,92,Yes,0,Low,Medium,3,College,Moderate,61
24,82,Medium,Medium,9,77,Yes,3,Medium,Medium,2,High School,Near,69
20,89,Low,Low,6,74,Yes,1,Medium,Low,3,Postgraduate,Far,66
11,69,High,Medium,9,100,Yes,1,Low,Medium,5,High School,Near,64
21,89,High,Medium,7,51,Yes,1,Medium,Medium,4,High School,Near,69
33,92,High,High,7,67,Yes,6,High,Medium,5,High School,Near,78
23,76,Low,High,7,96,Yes,2,Medium,Medium,4,High School,Near,68
20,90,High,High,8,82,Yes,2,High,,4,High School,Moderate,70
26,76,Low,Medium,6,77,Yes,1,Medium,Medium,5,High School,Near,68
21,87,Low,Low,6,82,Yes,0,Medium,High,5,Postgraduate,Near,68
21,91,Medium,Medium,5,66,Yes,1,High,Medium,3,College,Near,69
13,100,Medium,Low,8,54,Yes,0,Medium,High,3,College,Near,68
21,74,High,Low,8,64,Yes,3,Low,Low,1,College,Far,80
26,76,Medium,Medium,8,67,Yes,1,Low,Medium,3,High School,Moderate,67
15,67,Low,Medium,5,74,Yes,1,High,High,2,Postgraduate,Near,64
29,68,Medium,Low,6,70,Yes,0,Medium,Medium,2,Postgraduate,Near,64
19,88,Medium,Medium,9,76,Yes,1,Medium,High,3,High School,Far,68
15,97,Low,Medium,7,60,Yes,4,Medium,Medium,3,High School,Near,67
26,76,Medium,Medium,7,59,Yes,0,Medium,Medium,1,Postgraduate,Near,65
18,67,High,High,7,68,Yes,0,Medium,Medium,4,High School,Near,66
25,71,Medium,Low,8,74,Yes,4,Medium,Medium,4,Postgraduate,Near,67
18,78,High,Medium,7,67,No,0,High,Medium,3,College,Moderate,64
20,72,Medium,Low,6,79,Yes,1,Low,Medium,4,Postgraduate,Near,66
23,69,Medium,Low,8,66,No,1,Medium,Medium,3,College,Far,63
22,89,Medium,High,5,59,Yes,5,Medium,Medium,4,High School,Near,71
8,60,High,Medium,9,93,Yes,0,Low,High,3,Postgraduate,Near,62
13,82,Medium,High,6,60,Yes,1,Low,Low,4,College,Far,64
26,92,Low,Medium,8,98,Yes,2,Medium,Medium,3,Postgraduate,Moderate,72
19,71,High,Medium,7,99,Yes,0,Low,High,4,High School,Moderate,65
17,84,Low,High,6,85,Yes,1,Medium,Low,2,College,Near,67
12,87,High,High,9,75,No,1,Low,Medium,3,College,Moderate,65
14,86,Low,Low,8,90,Yes,0,Low,Medium,1,High School,Near,63
8,78,High,High,7,94,Yes,1,High,High,3,High School,Near,65
19,74,Medium,Medium,10,85,Yes,1,Low,Medium,5,Postgraduate,Moderate,67
16,93,Medium,Medium,8,55,Yes,0,High,Medium,4,High School,Moderate,67
14,90,Low,Medium,6,50,Yes,0,Medium,High,3,College,Moderate,65
20,73,Medium,High,4,60,Yes,1,Low,Medium,3,High School,Moderate,64
22,64,High,Low,7,59,Yes,0,Medium,High,5,High School,Near,64
33,63,High,High,9,59,Yes,1,Medium,Medium,4,High School,Near,69
11,64,Medium,Medium,8,75,Yes,1,High,Medium,3,High School,Moderate,60
27,83,Medium,Medium,9,76,Yes,1,Low,High,4,High School,Near,70
26,62,Low,High,6,86,Yes,2,Medium,Medium,3,High School,Near,66
15,73,Medium,Medium,7,60,Yes,3,Medium,Medium,4,College,Near,66
21,90,Medium,Low,7,55,Yes,2,Medium,Medium,2,College,Near,68
17,72,Low,Medium,7,83,Yes,3,Medium,High,3,,Far,62
21,91,Medium,High,8,74,Yes,0,Medium,Medium,2,Postgraduate,Near,70
29,90,Medium,Medium,9,83,Yes,0,Medium,High,3,High School,Near,72
24,70,Low,Low,10,69,Yes,1,High,Medium,2,High School,Moderate,64
23,89,Low,Medium,9,88,Yes,1,High,Medium,5,Postgraduate,,71
17,90,Medium,High,8,84,Yes,1,Low,Low,4,High School,Far,67
11,76,Low,Medium,6,83,Yes,3,Medium,Medium,1,High School,Near,64
19,68,High,High,7,51,No,1,High,Medium,1,High School,Moderate,64
27,81,Medium,High,8,93,Yes,0,High,High,3,College,Near,72
11,97,Low,Low,7,69,Yes,3,Low,Medium,2,High School,Near,66
14,86,High,Medium,6,57,Yes,3,High,High,2,College,Near,68
21,67,Medium,Medium,6,88,Yes,1,Low,Medium,5,Postgraduate,Near,95
14,87,Medium,Low,8,74,Yes,0,Medium,High,3,College,Moderate,64
15,77,Medium,Medium,7,52,Yes,1,Medium,Medium,2,College,Near,64
17,84,Low,High,7,89,Yes,2,High,Medium,2,High School,Moderate,68
